Artist,Title,Lyrics,URL
P. Stone,Funky town ,"Don't you wanna show me your paradise
Yahi, baby open up your eyes
(Choir: Guy - guy - guy)

I feel ready to believe in the night
Yahi, don't be lazy, hold me tight
Babe

Crash the power
One man fighter
Give me the night - dangerous time
Mask of tiger
Street of fighters
I got you babe, dangerous night

Funky funky town
Get the killers all around
Shoot me babe, kill me crazy
Burning like the fire
Funky funk town
Save the people, keep the sound
Stop and go, stop and go
I'm a funky bad boy on the road
Again

Show me what you're gonna do every night
Yahi, keep on moving on the floor
(Choir: Two - three - four)
Got me crazy with a physical touch
Yahi, take it easy, do it now
Babe ","https://www.eurobeat-prime.com/lyrics.php?lyrics=4060
"
P. Stone,Hooligans,"Go my direction
Ehy, no hesitation
BANZAI! KANPAI!
Kick the ball to the sky
My big emotion
Game is my affection
THAT'S RIGHT! ALRIGHT! Ten to zero
Over and over the top

Like a real delight
Running up to the fire
Fighting power
I'm coming out of the blue
My team is winning desire
Yeah - yeah - yeah yeah

Hooligans, take your fun
Rising up the fever, baby's screaming loud
To celebrate the winner
Hooligans, Hooligans
Everybody's movin' to the ground
Over and over
Hooligans, take your fun
Rising up the fever, baby's creaming loud
To celebrate the winner
Hooligans, Hooligans
Everybody's movin' to the ground
Over and over again

Into the goal direction
Push your ball in action
BANZAI! KANPAI!
Everyone say ""ALRIGHT!""
The people sing a slogan to the champion
THAT'S RIGHT! ALRIGHT! I'm on fire
We'll have a party tonight ","https://www.eurobeat-prime.com/lyrics.php?lyrics=3970
"
P. Stone,Kosmic Woofer,"Dee-jay, go play
You're pumping all the music in the sky
Tonight
Don't be so lazy
The bass, the snare
I'm gonna make the rythm on the air
Okay
Oh, yeah yeah babe

Criminal sensation
I'll never feel so blue
Come on, you feel the sound
Look out the people all around
Together on the dance floor
I'll never make you move
Okay, alright
You want me, babe

Kosmic woofer (You want to be my energy)
I got you babe (Ahi ahi ahi- ahi)
Kosmic woofer (I want to be your melody)
I get your love (Ahi ahi ahi - ahi)
Kosmic woofer (I want to sing hi-energy)
I won't be crazy (Ahi ahi ahi - ahi)
Kosmic woofer (i'm gonna play my eurobeat)
I get your love (Ahi ahi ahi - ahi)

Dee-jay, you play
The music and the rythm every night
And day
I feel so crazy
The kick, the crash
Are pumping up all over in my heart
The dark
Keep out your fever","https://www.eurobeat-prime.com/lyrics.php?lyrics=1175
"
P. Stone,Spirit Of Fire,"I need your body, baby
Come on and give me your number
I want to give you 
Now all my love

Don't need your money, baby
You know my life is rolling
Listen to my heartbeat
Baby take me higher

I want a lover, don't be shy
Cause you're the winner of the night
Slow, take me under for sure
Believe in loving for show
You got to make my body say

Spirits of fire
In the deep of the night
I can love you my baby
Spirits of fire
Gonna shake your body, baby
Now don't lose me

Spirits of fire
In the deep of the night
I can love you my baby
Spirits of fire
Got to spend a lil together
Leave me now forever

My heart is running, baby
You know my love is tender
I wanna give you all of my life

Believe me honey, baby
You know this time is rolling
Listen to the music
Baby light my fire","https://www.eurobeat-prime.com/lyrics.php?lyrics=2104
"
P. Stone,Water in the Gas,"I wanna jump into the fire
I wanna take me to the top
Dance with my desire
Get me out of control

Give me back tonight my freedom time by time
Dance to the beat and move your feet
By the music club you can feel the sound
Over the night you try

Water in the gas, let it come so bright
Energy, my beat
Hot and cold forever

Water in the gas, let it come so bright
Make it right for my emotion
Light my fire, over the night

You're gonna start to take me higher
You wanna shake me up &amp; down
Burning like my fire
Get me over the night","https://www.eurobeat-prime.com/lyrics.php?lyrics=4524
"
P3,Give Me Up,"Is it the first time in your life?
Or is it just another one night stand?
Do you want to make a fool of me
Just like you do with all those other guys

Now I lead a new life on my own here today
And I don't want to mess with no woman
Get me out of your skin, love is all that gets in
Pack your bags, save your love, what you can

Give me up
Give me up
Give me up
Give me up

You got this on your mind
But I just can't I just don't have the time
I tell you again and again
You better stop this playing on my mind
Take a hint, understand, 'cause you don't have
a clue

Now I'm living up right for you
Shout it from the rooftops, you must understand
I got somebody else on my mind

Give me up...","https://www.eurobeat-prime.com/lyrics.php?lyrics=2013
"
Paki,Natural Love,"Boom, boom, I cannot stay without you
I need you, I need you, I need you
Boom, boom, it's like a mad desire
Now love me, now love me, my love

Go, go! I wanna see your body moving
Go, go! I wanna see you beware
Go, go! This is my time because you want me
And we're goning to fight, energetic night

Natural love, natural love
Tell me, tell me when I will be with you
Natural love, natural love
I'm just going crazy for you

Boom, boom, I cannot live without you
I want you, I want you, I want you
Boom, boom, I'm burning like a fire
Believe me, believe me, believe me","https://www.eurobeat-prime.com/lyrics.php?lyrics=2150
"
Pamela,Hoky Toky,"I was waiting for
I was waiting for so long
Finally I came here to Tokyo

There's a Chevrolet
That is showing me the way
All is fun and bright here in Tokyo

Have you found your hot desire?
All the town was made for love and pleasure
And I will realize my fire
Here I long to be, always wild and free

Hoky Toky, Hoky Toky
I will believe it
Yes I believe it and I never come back
Hoky Toky, Hoky Toky
I wanna leave it
Don't wanna leave it cause I'm feeling so sad

I was waiting for
I was waiting for so long
Finally I meet you in Tokyo

You are rich and young
Full of personality
I will love guy, here in Tokyo

Gimme, gimme all the fire
You and me will spend the night together
When it's time for hot desire
Here I long to be, always wild and free","https://www.eurobeat-prime.com/lyrics.php?lyrics=2115
"
Pamela,Is For You,"Waitin' for a new day
Confusion fills all my mind
Think about you say
About you when hold me tight

For you I know my real time
Becomes your fantasy
Day by day my love for you is blind

Is for you
I climb all the mountains
Is for you
I play with my fortune
Dive me crazy darling
I know is for you

Everywhere you go
I wanna be by your side
With you I feel so good
My soul always gonna ride","https://www.eurobeat-prime.com/lyrics.php?lyrics=1641
"
Pamsy,All Over Me,"When i need to close on me
I wrap myself
In fantasy
In the magic of my life
I'll be waitin'
For the secret night when i
Feel the rhythm
Let everything go inside out

All over me
The music is flowin'
And all over me
Blessin' joy, hallelujah
I'm headin' high
Starts all over me
All over me
Like i'm breathin' the moonlight
And all over me
Ain't no mountain can stop me
I'm singing high 
Love all over me

I believe
This fairy time
Can touch your soul
Can change your life
It's a universe that's mine","https://www.eurobeat-prime.com/lyrics.php?lyrics=4231
"
Pamsy,Babyface,"Quarter to five, I'm thinkin' of you
Heaven only knows how I miss you badly
Stop this feeling blue
No more sadly dreams of desire

I forget and forgive you
But you're changin' every day
When I think I'm feeling strong
I surrender to your way

Babyface
Like a child, gotta win the games you play
Babyface
You can smile your way inside my heart
Babyface
Now I know that's the price I got to pay
Babyface
Turn around and find I'm here with you
Ohh babyface

Nine after ten, I guess where you are
Maybe now you're thinkin' about me baby
Drivin' in my car
I turn around this heart on fire","https://www.eurobeat-prime.com/lyrics.php?lyrics=3393
"
Pamsy,Crazy And Free,"Oh baby play it loud this lonely night
I need a dancin' lover
And as we're movin' gonna feel so high
Gonna feel I'm in heaven

Now
Jimmy's gonna be the dee jay
Me, I feel like wearin' a crown
You know the way to sway it
You'll make the party just fly

Crazy and free
Dance together not alone
Sound energy
Making it happen all night long
Crazy and free

Don't be so shy don't be a jerk you girl
You will be sparklin' as ever
Just throw yourself into the crazy whirl
Could be funny together","https://www.eurobeat-prime.com/lyrics.php?lyrics=4040
"
Pamsy,Dancin' Alone,"Speed of my life
Out of control
I need a way out into my soul, oh
Why can't you see I've got to step away

Alone now, my world's in motion
My heroes are to the ground
I need a big emotion
Turn me upside down, boy

Dancin' alone tonight
Leave me alone this time
Over and over I just wanna feel alright
Dancin' alone tonight
Out of your twisted life
My hearts is waiting to gimme the wings and fly

Saturday night
Wanna be fine
But now I feel a clock out of time, oh
Just let me be so easy and so free","https://www.eurobeat-prime.com/lyrics.php?lyrics=651
"
Pamsy,Don't Keep Your Love Away,"Lay down your cool so powerful
You fashion boy
The beauty that's inside just let it show

Baby I know, no game we play
Don't you hide it all away
To me you're just so lovely as you are

Don't keep your love away, no
In the moonlight
Don't keep your love away, under
The sunlight
Let it all shine thru
I'll reach out for you
No-one else can touch us now
Don't keep your love away, no
In the good times
Don't keep your love away, boy
In the bad times
We just can't compare
It's a truth or dare
Baby can you hear me now

Gimme your smile, so powerful
You soldier boy
Believin' we're still fightin' in a war

Baby I know, the way to go
It's a higher jump inside
But that's the way for lovers, that is life","https://www.eurobeat-prime.com/lyrics.php?lyrics=4189
"
